the_geom,cartodb_id,the_geom_webmercator,id,bbl,bin,address,zipcode,bldgtype,idflags,ess,year,gfa,gfaflags,numbldgs,numfloors,energy,eui,euiflags,wui,wuiflags,ghg,ghgflags,bep_score,bldg_class,group_threshold,ghgi_25_target,ghgi_30_target,value,primary_type_size_rate,primary_type,other_types_dict,has_datacenter,electricity,bedrooms,natural_gas,steam,worker_dens,res_units,diesel,fuel_4,fuel_2,fuel_5_6,gfa_cat,age_cat,value_cat,eui_base,eui_diff,wui_base,wui_diff,ghg_base,ghg_diff,fuel_mix,bee_rating
,380,,15337984,1007620067,1090150,350 West 39th St,10018,Hotel,0,69,2018,179130,0,1,25,27625604.9,154.2,0,46.59,0,4.88,0,,,,,,28313304,1,Hotel,,0,7720425.5,,5722298.6,,,,,,,,4,4,4,,,,,,,"{'Fuel Oil 4': nan, 'Fuel Oil 2': nan, 'Natural Gas': '5722298.6', 'Electricity': '7720425.5', 'Diesel': nan, 'Fuel Oil 5 & 6': nan, 'District Steam': nan}",
,1402,,5777220,1006440005,1089239,93 Gansevoort Street,10014,Museum,0,,2015,220000,0,1,9,,,1,14.3,0,,1,,,,,,42229800,1,Museum,,0,16740647.4,,,,,,,,,,4,4,1,,,,,,,"{'Fuel Oil 4': nan, 'Fuel Oil 2': nan, 'Natural Gas': nan, 'Electricity': '16740647.4', 'Diesel': nan, 'Fuel Oil 5 & 6': nan, 'District Steam': nan}",
,617,,6784332,1012890005,1035725,1 East 53 Street,10022,Office,0,66,1927,26842,0,1,16,3226603.5,120.2,0,3.84,0,4.85,0,,,,,,3694500,1,Office,,0,391825,,102328.1,1442049.3,0.07451,,,,,,0,2,0,,,,,,,"{'Fuel Oil 4': nan, 'Fuel Oil 2': nan, 'Natural Gas': '102328.1', 'Electricity': '391825', 'Diesel': nan, 'Fuel Oil 5 & 6': nan, 'District Steam': 1442049.3}",
,20540,,6799850,1017230033,1053504,1-3 125th Street,10027,Office,0,20,1901,28762,0,1,2,6484934.1,225.5,0,38.85,0,7.45,0,,,,,,3676500,1,Office,,0,1692013.9,,1682445.1,,2.29991,,,,,,1,0,0,,,,,,,"{'Fuel Oil 4': nan, 'Fuel Oil 2': nan, 'Natural Gas': '1682445.1', 'Electricity': '1692013.9', 'Diesel': nan, 'Fuel Oil 5 & 6': nan, 'District Steam': nan}",
,25202,,8025281,4004410016,4005198,43-01 21st Street,11101,Office,1,90,1926,131474,0,1,3,12437072.1,94.6,0,6.45,0,3.13,0,,,,,,5758650,1,Office,,0,2729119.9,,3959536.6,,2.19055,,,,,,3,2,1,,,,,,,"{'Fuel Oil 4': nan, 'Fuel Oil 2': nan, 'Natural Gas': '3959536.6', 'Electricity': '2729119.9', 'Diesel': nan, 'Fuel Oil 5 & 6': nan, 'District Steam': nan}",
,21765,,7034679,3005150050,3008286,62 Imlay Street,11231,Self-Storage Facility,0,,1913,219768,0,1,6,,,1,2.3,0,,1,,,,,,12708900,1,Self-Storage Facility,,0,,,,,,,,,,,4,0,4,,,,,,,"{'Fuel Oil 4': nan, 'Fuel Oil 2': nan, 'Natural Gas': nan, 'Electricity': nan, 'Diesel': nan, 'Fuel Oil 5 & 6': nan, 'District Steam': nan}",
,17871,,17401437,1012420039,1033683,2528 Broadway,10025,Hotel,0,69,1913,49055,0,1,9,6095323.3,124.3,0,60.68,0,4.58,0,,,,,,8950950,1,Hotel,,0,981346.6,,2870984.7,,,,,,,,1,0,1,,,,,,,"{'Fuel Oil 4': nan, 'Fuel Oil 2': nan, 'Natural Gas': '2870984.7', 'Electricity': '981346.6', 'Diesel': nan, 'Fuel Oil 5 & 6': nan, 'District Steam': nan}",
,298,,7386333,1007590061,1090378,338 W 36th St,10018,Hotel,0,73,1980,197027,0,1,26,29381581.3,149.1,0,77.71,0,4.55,0,,,,,,42600425,1,Hotel,,0,8695169.5,,4795339.6,,,,,,,,4,2,4,,,,,,,"{'Fuel Oil 4': nan, 'Fuel Oil 2': nan, 'Natural Gas': '4795339.6', 'Electricity': '8695169.5', 'Diesel': nan, 'Fuel Oil 5 & 6': nan, 'District Steam': nan}",
,350,,6434649,3059380040,3148662,7502 Ridge Boulevard,11209,Multifamily Housing,0,80,1936,50400,0,1,6,4846808,96.2,0,46.79,0,3.73,0,,D7,10,6.75288296823,4.07165564052,1951650,1,Multifamily Housing,,0,700714.6,79,2563399.9,,,,,,,,1,2,1,,,,,,,"{'Fuel Oil 4': nan, 'Fuel Oil 2': nan, 'Natural Gas': '2563399.9', 'Electricity': '700714.6', 'Diesel': nan, 'Fuel Oil 5 & 6': nan, 'District Steam': nan}",
,418,,8141565,4083520051,4173029,58-20 LITTLE NECK PARKWAY,11362,K-12 School,0,100,1963,49638,0,1,2,584388.8,11.8,1,11.56,0,0.46,1,,,,,,3404700,1,K-12 School,"{'K-12 School': 49638.0, 'Parking': 0.0}",0,86373.2,,311256.8,,,,,,,,1,3,0,,,,,,,"{'Fuel Oil 4': nan, 'Fuel Oil 2': nan, 'Natural Gas': '311256.8', 'Electricity': '86373.2', 'Diesel': nan, 'Fuel Oil 5 & 6': nan, 'District Steam': nan}",
,467,,15620048,3050260355,3114672,217 Ocean Avenue,11225,Multifamily Housing,0,9,2014,53419,0,1,5,7423781.1,139,0,67.97,0,5.83,0,,,,,,1442700,1,Multifamily Housing,,0,686463.9,63,4912499.8,,,,,,,,2,4,1,,,,,,,"{'Fuel Oil 4': nan, 'Fuel Oil 2': nan, 'Natural Gas': '4912499.8', 'Electricity': '686463.9', 'Diesel': nan, 'Fuel Oil 5 & 6': nan, 'District Steam': nan}",
,1973,,15596256,3002420012,3001968,105 Montague Street,11201,Multifamily Housing,0,85,1900,38760,0,1,8,,,1,26.77,0,3.64,0,,,,,,2471850,1,Multifamily Housing,,0,453567,45,1726899.8,,,,,,213900,,1,0,2,,,,,,,"{'Fuel Oil 4': nan, 'Fuel Oil 2': 213900.0, 'Natural Gas': '1726899.8', 'Electricity': '453567', 'Diesel': nan, 'Fuel Oil 5 & 6': nan, 'District Steam': nan}",
,2652,,4735974,1010120042,1080831,220 W. 41st St.,10036,Hotel,0,12,2007,137604,0,1,30,26864018.9,195.2,0,45.44,0,5.91,0,,H2,12,9.87313640152,5.25797364391,25092450,1,Hotel,,0,8046399.4,,4127714.7,,,,,,,,3,2,3,,,,,,,"{'Fuel Oil 4': nan, 'Fuel Oil 2': nan, 'Natural Gas': '4127714.7', 'Electricity': '8046399.4', 'Diesel': nan, 'Fuel Oil 5 & 6': nan, 'District Steam': nan}",
,5555,,6319733,2031110071,2115631,2145 Southern Blvd.,10460,Residence Hall/Dormitory,0,,1997,37100,0,1,5,5370822,144.8,0,55.95,0,5.08,0,,,,,,3779100,,,,0,1142003,,1965180.3,,,,,,,,0,1,0,,,,,,,"{'Fuel Oil 4': nan, 'Fuel Oil 2': nan, 'Natural Gas': '1965180.3', 'Electricity': '1142003', 'Diesel': nan, 'Fuel Oil 5 & 6': nan, 'District Steam': nan}",
,17353,,6727019,1002290005,1002969,349 Canal Street,10013,Parking,0,,1928,38308,0,1,4,1122680.8,29.3,0,1.3,0,0.77,0,,,,,,4464450,1,Parking,,0,400957.4,,,,,,,,,,1,1,2,,,,,,,"{'Fuel Oil 4': nan, 'Fuel Oil 2': nan, 'Natural Gas': nan, 'Electricity': '400957.4', 'Diesel': nan, 'Fuel Oil 5 & 6': nan, 'District Steam': nan}",
,5563,,6793416,3066660013,3177584,1002 Quentin Road,11223,Office,0,87,1930,29410,0,1,3,2201460,74.9,0,7.74,0,2.16,0,,,,,,1588950,1,Office,,0,675518,,258000,,1.97212,,,,,,1,2,0,,,,,,,"{'Fuel Oil 4': nan, 'Fuel Oil 2': nan, 'Natural Gas': '258000', 'Electricity': '675518', 'Diesel': nan, 'Fuel Oil 5 & 6': nan, 'District Steam': nan}",
,24082,,6262482,1009180007,1020335,207 East 37th Street,10016,Multifamily Housing,0,6,1925,36020,0,1,6,7594189.9,210.8,0,96.23,0,7.92,0,,D3,10,6.75288296823,4.07165564052,4667400,1,Multifamily Housing,,0,1251521,70,3630900.4,,,,,,,,1,1,3,,,,,,,"{'Fuel Oil 4': nan, 'Fuel Oil 2': nan, 'Natural Gas': '3630900.4', 'Electricity': '1251521', 'Diesel': nan, 'Fuel Oil 5 & 6': nan, 'District Steam': nan}",
,117,,10588298,5016960008,5110624,2040 Forest Commons,10303,Strip Mall,0,,1992,151502,0,2,1,9552473.1,63.1,0,53.81,0,1.69,0,,K6,9,11.8163397359,4.02578796562,13555350,,,,0,3321127.3,,201800,,,,,,,,4,3,4,,,,,,,"{'Fuel Oil 4': nan, 'Fuel Oil 2': nan, 'Natural Gas': '201800', 'Electricity': '3321127.3', 'Diesel': nan, 'Fuel Oil 5 & 6': nan, 'District Steam': nan}",
,149,,6365661,1000080051,1090472,6 Water St,10004,Hotel,0,26,2017,108900,0,1,29,19187896.1,176.2,0,35.48,0,5.27,0,,,,,,21833100,1,Hotel,,0,5460955.9,,3214827.4,,,,,,,,3,4,3,,,,,,,"{'Fuel Oil 4': nan, 'Fuel Oil 2': nan, 'Natural Gas': '3214827.4', 'Electricity': '5460955.9', 'Diesel': nan, 'Fuel Oil 5 & 6': nan, 'District Steam': nan}",
,898,,6630980,3058650003,3145314,6817 5th Avenue,11220,Movie Theater,0,,1916,25036,0,1,2,3531256.4,141,0,11.66,0,4.38,0,,J8,1,10.7420849163,4.19751663088,3172050,1,Movie Theater,,0,921665.8,,784100,,,,,,,,1,1,0,,,,,,,"{'Fuel Oil 4': nan, 'Fuel Oil 2': nan, 'Natural Gas': '784100', 'Electricity': '921665.8', 'Diesel': nan, 'Fuel Oil 5 & 6': nan, 'District Steam': nan}",
,16062,,21355654,3037550022,3084088,Classified HRA location,11207,Other - Lodging/Residential,0,,1930,29155,0,1,4,,,1,106.01,0,0,1,,,,,,987750,,,,0,,,,,,,,,,,1,1,0,,,,,,,"{'Fuel Oil 4': nan, 'Fuel Oil 2': nan, 'Natural Gas': nan, 'Electricity': nan, 'Diesel': nan, 'Fuel Oil 5 & 6': nan, 'District Steam': nan}",
,21058,,7441617,4002240001,4003171,37-11 47th Avenue,11101,Adult Education,0,,1949,42800,0,1,1,5917830.9,138.3,0,1.17,0,4.49,0,,,,,,2310300,1,Adult Education,,0,1367280.1,,1717915.2,,,,,,,,1,1,0,,,,,,,"{'Fuel Oil 4': nan, 'Fuel Oil 2': nan, 'Natural Gas': '1717915.2', 'Electricity': '1367280.1', 'Diesel': nan, 'Fuel Oil 5 & 6': nan, 'District Steam': nan}",
,21086,,7389413,4043700015,4100748,30-05 Whitestone Expressway,11354,Bowling Alley,0,,1960,40146,0,1,1,4191037.3,104.4,0,14.76,0,3.5,0,,,,,,1849500,,,,0,942850.2,,1338307.3,,,,,,,,1,2,0,,,,,,,"{'Fuel Oil 4': nan, 'Fuel Oil 2': nan, 'Natural Gas': '1338307.3', 'Electricity': '942850.2', 'Diesel': nan, 'Fuel Oil 5 & 6': nan, 'District Steam': nan}",
,10318,,14840067,3023757501,3426259,147 Hope Street,11211,Multifamily Housing,0,88,2019,67038,0,,,5854594,87.3,0,120.52,0,2.46,0,,,,,,,1,Multifamily Housing,,0,1776016,80,640500,,,,,,,,2,4,,,,,,,,"{'Fuel Oil 4': nan, 'Fuel Oil 2': nan, 'Natural Gas': '640500', 'Electricity': '1776016', 'Diesel': nan, 'Fuel Oil 5 & 6': nan, 'District Steam': nan}",
,19820,,18083214,3027410003,3068238,526 UNION AVENUE,11211,Parking,0,,1990,80000,0,1,0,,,1,1.12,0,0.29,0,,,,,,114300,1,Parking,,0,,,0,,,,,,,,3,3,0,,,,,,,"{'Fuel Oil 4': nan, 'Fuel Oil 2': nan, 'Natural Gas': '0', 'Electricity': nan, 'Diesel': nan, 'Fuel Oil 5 & 6': nan, 'District Steam': nan}",
,16053,,21355652,3022760012,3061504,731 Flushing Ave,11206,Office,0,,1969,69198,0,1,4,,,1,7.19,0,0,1,,O2,2,8.45862022358,4.52757348261,7527150,1,Office,,0,,,,,3.52611,,,,,,2,4,1,,,,,,,"{'Fuel Oil 4': nan, 'Fuel Oil 2': nan, 'Natural Gas': nan, 'Electricity': nan, 'Diesel': nan, 'Fuel Oil 5 & 6': nan, 'District Steam': nan}",
,4591,,15363812,2029060093,"2094575;2094576;2817131;2817132;2817133;2124550;2094574","463	EAST 173 STREET",10457,Other - Lodging/Residential,0,,1945,54700,0,3,3,,,1,90.48,0,,1,,,,,,1230750,,,,0,,,,,,,,,,,1,1,0,,,,,,,"{'Fuel Oil 4': nan, 'Fuel Oil 2': nan, 'Natural Gas': nan, 'Electricity': nan, 'Diesel': nan, 'Fuel Oil 5 & 6': nan, 'District Steam': nan}",
,16385,,21355492,1011340025,1028832,40 Lincoln Center Plz,10023,Library,0,,1964,138000,1,1,4,30532141.9,221.2,0,28.5,0,5.89,0,,P1,1,10.7420849163,4.19751663088,82525950,,,,0,11009350.9,,,,,,,,,,4,3,4,,,,,,,"{'Fuel Oil 4': nan, 'Fuel Oil 2': nan, 'Natural Gas': nan, 'Electricity': '11009350.9', 'Diesel': nan, 'Fuel Oil 5 & 6': nan, 'District Steam': nan}",
,18489,,5832950,4019460001,4431751,99-11 59th Ave,11368,Multifamily Housing,0,,1962,251921,0,4,6,,,1,41.79,0,,1,,,,,,7063200,1,Multifamily Housing,,0,4184466.3,324,,,,,,,648600.1,,4,3,3,,,,,,,"{'Fuel Oil 4': nan, 'Fuel Oil 2': 648600.1, 'Natural Gas': nan, 'Electricity': '4184466.3', 'Diesel': nan, 'Fuel Oil 5 & 6': nan, 'District Steam': nan}",
,6394,,6699367,2033320017,2017915,3060 Hull Avenue,10467,Multifamily Housing,0,74,1926,46665,0,1,5,4543624.2,97.4,0,121.99,0,4.16,0,,,,,,589050,1,Multifamily Housing,,0,561833.8,61,2878275.3,,,,,,,,1,1,0,,,,,,,"{'Fuel Oil 4': nan, 'Fuel Oil 2': nan, 'Natural Gas': '2878275.3', 'Electricity': '561833.8', 'Diesel': nan, 'Fuel Oil 5 & 6': nan, 'District Steam': nan}",
,25255,,6790212,3020160030,3251640,1104 Fulton St,11238,K-12 School,0,,2017,43228,0,2,6,4329004.6,100.1,0,22.81,0,3,0,,,,,,2938500,1,K-12 School,,0,1216189.5,,754200,,,,,,,,1,4,0,,,,,,,"{'Fuel Oil 4': nan, 'Fuel Oil 2': nan, 'Natural Gas': '754200', 'Electricity': '1216189.5', 'Diesel': nan, 'Fuel Oil 5 & 6': nan, 'District Steam': nan}",
,72,,6791300,3004590002,3336311,395 COURT STREET,11231,Multifamily Housing,0,,1931,38646,0,1,4,6339577,164,0,10.88,0,4.89,0,,,,,,3231000,1,Multifamily Housing,,0,1939844.3,29,860600,,,,,,,,1,2,2,,,,,,,"{'Fuel Oil 4': nan, 'Fuel Oil 2': nan, 'Natural Gas': '860600', 'Electricity': '1939844.3', 'Diesel': nan, 'Fuel Oil 5 & 6': nan, 'District Steam': nan}",
,133,,3762105,3001761002,3395986,85 Smith Street,11201,Hotel,0,64,2008,47639,0,,,8769011.3,184.1,0,11.1,0,6.27,0,,,,,,,1,Hotel,,0,1839173.8,,3066600,,,,,,,,1,3,,,,,,,,"{'Fuel Oil 4': nan, 'Fuel Oil 2': nan, 'Natural Gas': '3066600', 'Electricity': '1839173.8', 'Diesel': nan, 'Fuel Oil 5 & 6': nan, 'District Steam': nan}",
,13846,,6793454,3004710125,3008082,98 Fourth Street,11217,Office,0,90,1900,36300,0,1,3,,,1,7.62,0,2.97,0,,,,,,1484100,1,Office,,0,892647.5,,788200,,2.3416,,,,,,1,0,0,,,,,,,"{'Fuel Oil 4': nan, 'Fuel Oil 2': nan, 'Natural Gas': '788200', 'Electricity': '892647.5', 'Diesel': nan, 'Fuel Oil 5 & 6': nan, 'District Steam': nan}",
,13630,,21325956,4090750001,4188686,98-20 97 Avenue,11416,Parking,0,,1951,25900,0,1,1,2978961.6,115,0,24.88,0,4.9,0,,,,,,785700,1,Parking,,0,208445.9,,2102400,,,,,,,,0,2,0,,,,,,,"{'Fuel Oil 4': nan, 'Fuel Oil 2': nan, 'Natural Gas': '2102400', 'Electricity': '208445.9', 'Diesel': nan, 'Fuel Oil 5 & 6': nan, 'District Steam': nan}",
,22179,,12484699,1013870008,1041452,7 East 72nd Street,10021,Single Family Home,0,,1960,41500,0,2,6,13648456,328.9,0,75.76,0,12.33,0,,,,,,8800650,,,,0,3419489.1,,332774.2,3086146.6,,,,,,,1,2,0,,,,,,,"{'Fuel Oil 4': nan, 'Fuel Oil 2': nan, 'Natural Gas': '332774.2', 'Electricity': '3419489.1', 'Diesel': nan, 'Fuel Oil 5 & 6': nan, 'District Steam': 3086146.6}",
,24369,,12909399,3024790023,3063692,59 Box St,11222,Office,0,,1952,44756,0,1,4,,,1,101.46,1,0,1,,,,,,3926700,1,Office,,0,,,,,2.3,,,,,,1,3,0,,,,,,,"{'Fuel Oil 4': nan, 'Fuel Oil 2': nan, 'Natural Gas': nan, 'Electricity': nan, 'Diesel': nan, 'Fuel Oil 5 & 6': nan, 'District Steam': nan}",
,24414,,6816094,2040850096,2044219,1733 Eastchester Road,10461,Medical Office,0,,1968,27100,0,1,2,,,1,128.38,0,0,1,,,,,,2943000,1,Medical Office,,0,,,,,,,,,,,0,2,1,,,,,,,"{'Fuel Oil 4': nan, 'Fuel Oil 2': nan, 'Natural Gas': nan, 'Electricity': nan, 'Diesel': nan, 'Fuel Oil 5 & 6': nan, 'District Steam': nan}",
,23612,,6207225,4101557501,4615173,9261 165 ST,11433,Multifamily Housing,0,90,2017,113015,0,1,14,9315494.1,82.4,0,63.46,0,3,0,,,,,,4825350,1,Multifamily Housing,,0,1837678.7,147,3835599.7,,,,,,,,3,4,3,,,,,,,"{'Fuel Oil 4': nan, 'Fuel Oil 2': nan, 'Natural Gas': '3835599.7', 'Electricity': '1837678.7', 'Diesel': nan, 'Fuel Oil 5 & 6': nan, 'District Steam': nan}",
,16463,,6896932,4133800033,4286132,148-25 175th Street,11434,Office,0,64,1971,30000,0,1,3,,,1,12.12,0,4.44,0,,,,,,1584000,1,Office,,0,884813.4,,1279600,,2.66667,,,,,,1,4,0,,,,,,,"{'Fuel Oil 4': nan, 'Fuel Oil 2': nan, 'Natural Gas': '1279600', 'Electricity': '884813.4', 'Diesel': nan, 'Fuel Oil 5 & 6': nan, 'District Steam': nan}",
,259,,16085575,3051250060,3328213,1024-1030 Flatbush Ave,11226,Hotel,0,89,1930,37744,0,1,3,3399917,90.1,0,42.87,0,2.37,0,,,,,,1480500,1,Hotel,,0,1214256.1,,,,,,,,,,0,1,0,,,,,,,"{'Fuel Oil 4': nan, 'Fuel Oil 2': nan, 'Natural Gas': nan, 'Electricity': '1214256.1', 'Diesel': nan, 'Fuel Oil 5 & 6': nan, 'District Steam': nan}",
,3278,,6936092,1012710019,1034822,33 West 55th St,10019,Hotel,0,100,1927,49484,0,1,11,3894454.8,78.7,0,90.98,0,1.94,0,,,,,,7087500,1,Hotel,,0,1302860.9,,,,,,,,,,1,1,1,,,,,,,"{'Fuel Oil 4': nan, 'Fuel Oil 2': nan, 'Natural Gas': nan, 'Electricity': '1302860.9', 'Diesel': nan, 'Fuel Oil 5 & 6': nan, 'District Steam': nan}",
,229,,6791262,3033880001,3077833,1209 Bushwick Ave,11221,Multifamily Housing,0,51,1923,36590,0,1,4,4027585.4,110.1,0,110.2,0,4.54,0,,,,,,986850,1,Multifamily Housing,,0,384994.5,54,2590800.2,,,,,,,,1,0,0,,,,,,,"{'Fuel Oil 4': nan, 'Fuel Oil 2': nan, 'Natural Gas': '2590800.2', 'Electricity': '384994.5', 'Diesel': nan, 'Fuel Oil 5 & 6': nan, 'District Steam': nan}",
,852,,6041148,1003930014,1078017,610 East 11th Street,10009,Multifamily Housing,0,27,1900,30750,0,3,6,4905790.2,159.5,0,60.35,0,6.83,0,,D5,10,6.75288296823,4.07165564052,2770650,1,Multifamily Housing,,0,548581.4,64,3192856.3,,,,,,,,0,0,2,,,,,,,"{'Fuel Oil 4': nan, 'Fuel Oil 2': nan, 'Natural Gas': '3192856.3', 'Electricity': '548581.4', 'Diesel': nan, 'Fuel Oil 5 & 6': nan, 'District Steam': nan}",
,963,,16085693,1013020030,1089688,147 East 47 Street,10017,Hotel,0,6,2016,43611,0,1,22,12769884.4,292.8,0,74.46,0,9.69,0,,,,,,8978400,1,Hotel,,0,3193713.9,,3519956.6,,,,,,,,1,4,1,,,,,,,"{'Fuel Oil 4': nan, 'Fuel Oil 2': nan, 'Natural Gas': '3519956.6', 'Electricity': '3193713.9', 'Diesel': nan, 'Fuel Oil 5 & 6': nan, 'District Steam': nan}",
,1278,,11701348,3087100055,3245440,50 Shore Blvd,11235,Multifamily Housing,0,81,1957,39000,0,1,6,4755424.8,121.9,0,77.74,0,5.14,0,,,,,,1245600,1,Multifamily Housing,,0,465301.6,72,3126000.4,,,,,,,,1,3,1,,,,,,,"{'Fuel Oil 4': nan, 'Fuel Oil 2': nan, 'Natural Gas': '3126000.4', 'Electricity': '465301.6', 'Diesel': nan, 'Fuel Oil 5 & 6': nan, 'District Steam': nan}",
,1292,,2715862,3050590022,3116106,100 Woodruff Ave,11226,Multifamily Housing,0,78,1941,108549,0,1,6,10387270.6,95.7,0,42.62,0,3.83,0,,D1,10,6.75288296823,4.07165564052,1773000,1,Multifamily Housing,,0,1221609.2,120,6127354.9,,,,,,,,3,2,1,,,,,,,"{'Fuel Oil 4': nan, 'Fuel Oil 2': nan, 'Natural Gas': '6127354.9', 'Electricity': '1221609.2', 'Diesel': nan, 'Fuel Oil 5 & 6': nan, 'District Steam': nan}",
,1348,,6568556,3066650034,3177559,802 Kings Highway,11223,Multifamily Housing,0,10,1922,48565,0,1,4,6484822,133.5,0,81.55,0,5.29,0,,C7,10,6.75288296823,4.07165564052,1322100,1,Multifamily Housing,,0,989932.9,62,3463400.3,,,,,,,,1,0,1,,,,,,,"{'Fuel Oil 4': nan, 'Fuel Oil 2': nan, 'Natural Gas': '3463400.3', 'Electricity': '989932.9', 'Diesel': nan, 'Fuel Oil 5 & 6': nan, 'District Steam': nan}",
,1666,,6619860,3019417501,3390792,260 SKILLMAN ST,11205,Multifamily Housing,0,53,2006,39106,0,1,8,4680087,119.7,0,122.65,0,3.76,0,,R4,8,6.92175294585,3.94821176772,2832752,1,Multifamily Housing,,0,1293569.5,58,970100,,,,,,,,1,4,2,,,,,,,"{'Fuel Oil 4': nan, 'Fuel Oil 2': nan, 'Natural Gas': '970100', 'Electricity': '1293569.5', 'Diesel': nan, 'Fuel Oil 5 & 6': nan, 'District Steam': nan}",
,2098,,19927259,1004757509,1007071,43 Wooster Street,10013,Multifamily Housing,0,,1900,30000,0,1,7,5667447.2,188.9,0,14.16,0,6.75,0,,RM,8,6.92175294585,3.94821176772,3903299,1,Multifamily Housing,,0,1004004.1,20,2418999.5,,,,,,,,0,0,3,,,,,,,"{'Fuel Oil 4': nan, 'Fuel Oil 2': nan, 'Natural Gas': '2418999.5', 'Electricity': '1004004.1', 'Diesel': nan, 'Fuel Oil 5 & 6': nan, 'District Steam': nan}",
,2437,,6560835,2023200011,2128573,2477 Third ave,10451,Hotel,0,47,2017,47715,0,1,4,7013913.1,147,0,45.68,0,4.82,0,,,,,,3802050,1,Hotel,,0,1756709.2,,1890440.6,,,,,,,,1,4,0,,,,,,,"{'Fuel Oil 4': nan, 'Fuel Oil 2': nan, 'Natural Gas': '1890440.6', 'Electricity': '1756709.2', 'Diesel': nan, 'Fuel Oil 5 & 6': nan, 'District Steam': nan}",
,2465,,6224333,1009270009,1020545,315 East 21st Street,10010,Multifamily Housing,0,47,1967,44919,0,1,7,6334695.1,141,0,42.62,0,5.61,0,,D1,10,6.75288296823,4.07165564052,5627700,1,Multifamily Housing,,0,885463.2,76,3518248.6,,,,,,,,1,3,3,,,,,,,"{'Fuel Oil 4': nan, 'Fuel Oil 2': nan, 'Natural Gas': '3518248.6', 'Electricity': '885463.2', 'Diesel': nan, 'Fuel Oil 5 & 6': nan, 'District Steam': nan}",
,13769,,2804500,4026870021,4544826,59-40 55 Road,11378,Hotel,0,,2008,50367,0,1,6,,,1,106.46,0,,1,,H3,12,9.87313640152,5.25797364391,5513850,1,Hotel,,0,,,2097900,,,,,,,,1,3,1,,,,,,,"{'Fuel Oil 4': nan, 'Fuel Oil 2': nan, 'Natural Gas': '2097900', 'Electricity': nan, 'Diesel': nan, 'Fuel Oil 5 & 6': nan, 'District Steam': nan}",
,3023,,6275862,1001750029,1001936,373 Broadway,10013,Office,0,93,1915,45000,0,1,6,2875209.6,63.9,0,6.26,0,1.61,0,,O5,2,8.45862022358,4.52757348261,5352750,1,Office,,0,981974.3,,0,,1.66667,,,,,,1,1,1,,,,,,,"{'Fuel Oil 4': nan, 'Fuel Oil 2': nan, 'Natural Gas': '0', 'Electricity': '981974.3', 'Diesel': nan, 'Fuel Oil 5 & 6': nan, 'District Steam': nan}",
,3720,,5043138,1009947502,1022579,6 Times Square,10036,Hotel,0,95,1906,306000,0,1,0,,,1,22.83,0,3.87,0,,,,,,73534050,1,Hotel,,0,8815318.1,,10020808.9,,,,,,,,4,0,4,,,,,,,"{'Fuel Oil 4': nan, 'Fuel Oil 2': nan, 'Natural Gas': '10020808.9', 'Electricity': '8815318.1', 'Diesel': nan, 'Fuel Oil 5 & 6': nan, 'District Steam': nan}",
,3880,,10287327,1010260037,1024857,204 W 55th St,10019,Multifamily Housing,0,1,1900,43912,0,1,8,16364366.5,372.7,1,117.56,0,13.05,1,,,,,,3351600,1,Multifamily Housing,,0,3361634.2,60,6120621.3,,,,,,,,1,0,2,,,,,,,"{'Fuel Oil 4': nan, 'Fuel Oil 2': nan, 'Natural Gas': '6120621.3', 'Electricity': '3361634.2', 'Diesel': nan, 'Fuel Oil 5 & 6': nan, 'District Steam': nan}",
,4159,,6811778,3006250090,3008891,65 19th Street,11232,Manufacturing/Industrial Plant,0,,1915,32000,0,1,3,,,1,3.08,0,1.83,0,,,,,,1175400,1,Manufacturing/Industrial Plant,,0,309004.4,,676800.2,,,,,,,,1,0,0,,,,,,,"{'Fuel Oil 4': nan, 'Fuel Oil 2': nan, 'Natural Gas': '676800.2', 'Electricity': '309004.4', 'Diesel': nan, 'Fuel Oil 5 & 6': nan, 'District Steam': nan}",
,4189,,3569043,5071050520,5158451,2790 ARTHUR KILL ROAD,10309,Retail Store,0,90,2012,159600,0,1,1,16489848.9,103.3,0,3.89,0,2.95,0,,,,,,13041000,1,Retail Store,,0,5372803.5,,1398329,,,,,,,,4,4,3,,,,,,,"{'Fuel Oil 4': nan, 'Fuel Oil 2': nan, 'Natural Gas': '1398329', 'Electricity': '5372803.5', 'Diesel': nan, 'Fuel Oil 5 & 6': nan, 'District Steam': nan}",
,4525,,15357966,1001070038,"1082018; 1082019",33 Peck Slip,10038,Hotel,0,3,1900,39747,0,5,7,9650051.3,242.8,0,40.69,0,7.89,0,,,,,,7207200,1,Hotel,,0,2569219.6,,2339272.8,,,,,,,,1,0,1,,,,,,,"{'Fuel Oil 4': nan, 'Fuel Oil 2': nan, 'Natural Gas': '2339272.8', 'Electricity': '2569219.6', 'Diesel': nan, 'Fuel Oil 5 & 6': nan, 'District Steam': nan}",
,4598,,7942783,4002290011,4003263,47-42 37 STREET,11101,Non-Refrigerated Warehouse,0,84,1950,30000,0,1,2,1251088.6,41.7,0,3.97,0,1.3,0,,,,,,1522350,1,Non-Refrigerated Warehouse,,0,310920.8,,301360.7,,,,,,,,0,1,1,,,,,,,"{'Fuel Oil 4': nan, 'Fuel Oil 2': nan, 'Natural Gas': '301360.7', 'Electricity': '310920.8', 'Diesel': nan, 'Fuel Oil 5 & 6': nan, 'District Steam': nan}",
